Session,start,End,Name,State,Party,Body,Session
102nd (1991-1993),1991,1993,"CONYERS, John, Jr.",MI,Democrat,House,102
102nd (1991-1993),1991,1993,"DELLUMS, Ronald V.",CA,Democrat,House,102
102nd (1991-1993),1991,1993,"DIXON, Julian Carey",CA,Democrat,House,102
102nd (1991-1993),1991,1993,"DYMALLY, Mervyn Malcolm",CA,Democrat,House,102
102nd (1991-1993),1991,1993,"ESPY, Alphonso Michael (Mike)",MS,Democrat,House,102
102nd (1991-1993),1991,1993,"FLAKE, Floyd Harold",NY,Democrat,House,102
102nd (1991-1993),1991,1993,"FORD, Harold Eugene",TN,Democrat,House,102
102nd (1991-1993),1991,1993,"FRANKS, Gary A.",CT,Republican,House,102
102nd (1991-1993),1991,1993,"GRAY, William Herbert, III 5",PA,Democrat,House,102
102nd (1991-1993),1991,1993,"HAYES, Charles Arthur",IL,Democrat,House,102
102nd (1991-1993),1991,1993,"JEFFERSON, William Jennings",LA,Democrat,House,102
102nd (1991-1993),1991,1993,"LEWIS, John R.",GA,Democrat,House,102
102nd (1991-1993),1991,1993,"MFUME, Kweisi",MD,Democrat,House,102
102nd (1991-1993),1991,1993,"NORTON, Eleanor Holmes",DC,Democrat,House,102
102nd (1991-1993),1991,1993,"OWENS, Major Robert Odell",NY,Democrat,House,102
102nd (1991-1993),1991,1993,"PAYNE, Donald Milford",NJ,Democrat,House,102
102nd (1991-1993),1991,1993,"RANGEL, Charles B.",NY,Democrat,House,102
102nd (1991-1993),1991,1993,"SAVAGE, Gus",IL,Democrat,House,102
102nd (1991-1993),1991,1993,"STOKES, Louis",OH,Democrat,House,102
102nd (1991-1993),1991,1993,"TOWNS, Edolphus",NY,Democrat,House,102
102nd (1991-1993),1991,1993,"WASHINGTON, Craig Anthony",TX,Democrat,House,102
102nd (1991-1993),1991,1993,"WATERS, Maxine",CA,Democrat,House,102
102nd (1991-1993),1991,1993,"WHEAT, Alan Dupree",MO,Democrat,House,102
103rd (1993-1995),1993,1995,,,,,103
103rd (1993-1995),1993,1995,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,103
103rd (1993-1995),1993,1995,"BLACKWELL, Lucien Edward",PA,Democrat,House,103
103rd (1993-1995),1993,1995,"BROWN, Corrine",FL,Democrat,House,103
103rd (1993-1995),1993,1995,"CLAY, William Lacy, Sr.",MO,Democrat,House,103
103rd (1993-1995),1993,1995,"CLAYTON, Eva M.",NC,Democrat,House,103
103rd (1993-1995),1993,1995,"CLYBURN, James Enos",SC,Democrat,House,103
103rd (1993-1995),1993,1995,"COLLINS, Barbara-Rose",MI,Democrat,House,103
103rd (1993-1995),1993,1995,"COLLINS, Cardiss",IL,Democrat,House,103
103rd (1993-1995),1993,1995,"CONYERS, John, Jr.",MI,Democrat,House,103
103rd (1993-1995),1993,1995,"DELLUMS, Ronald V.",CA,Democrat,House,103
103rd (1993-1995),1993,1995,"DIXON, Julian Carey",CA,Democrat,House,103
103rd (1993-1995),1993,1995,"ESPY, Alphonso Michael (Mike)6",MS,Democrat,House,103
103rd (1993-1995),1993,1995,"FIELDS, Cleo",LA,Democrat,House,103
103rd (1993-1995),1993,1995,"FLAKE, Floyd Harold",NY,Democrat,House,103
103rd (1993-1995),1993,1995,"FORD, Harold Eugene",TN,Democrat,House,103
103rd (1993-1995),1993,1995,"FRANKS, Gary A.",CT,Republican,House,103
103rd (1993-1995),1993,1995,"HASTINGS, Alcee Lamar",FL,Democrat,House,103
103rd (1993-1995),1993,1995,"HILLIARD, Earl Frederick",AL,Democrat,House,103
103rd (1993-1995),1993,1995,"JEFFERSON, William Jennings",LA,Democrat,House,103
103rd (1993-1995),1993,1995,"JOHNSON, Eddie Bernice",TX,Democrat,House,103
103rd (1993-1995),1993,1995,"LEWIS, John R.",GA,Democrat,House,103
103rd (1993-1995),1993,1995,"MCKINNEY, Cynthia Ann",GA,Democrat,House,103
103rd (1993-1995),1993,1995,"MEEK, Carrie P.",FL,Democrat,House,103
103rd (1993-1995),1993,1995,"MFUME, Kweisi",MD,Democrat,House,103
103rd (1993-1995),1993,1995,"MOSELEY BRAUN, Carol",IL,Democrat,Senate,103
103rd (1993-1995),1993,1995,"NORTON, Eleanor Holmes",DC,Democrat,House,103
103rd (1993-1995),1993,1995,"OWENS, Major Robert Odell",NY,Democrat,House,103
103rd (1993-1995),1993,1995,"PAYNE, Donald Milford",NJ,Democrat,House,103
103rd (1993-1995),1993,1995,"RANGEL, Charles B.",NY,Democrat,House,103
103rd (1993-1995),1993,1995,"REYNOLDS, Mel",IL,Democrat,House,103
103rd (1993-1995),1993,1995,"RUSH, Bobby L.",IL,Democrat,House,103
103rd (1993-1995),1993,1995,"SCOTT, Robert C.",VA,Democrat,House,103
103rd (1993-1995),1993,1995,"STOKES, Louis",OH,Democrat,House,103
103rd (1993-1995),1993,1995,"THOMPSON, Bennie",MS,Democrat,House,103
103rd (1993-1995),1993,1995,"TOWNS, Edolphus",NY,Democrat,House,103
103rd (1993-1995),1993,1995,"TUCKER, Walter R., III",CA,Democrat,House,103
103rd (1993-1995),1993,1995,"WASHINGTON, Craig Anthony",TX,Democrat,House,103
103rd (1993-1995),1993,1995,"WATERS, Maxine",CA,Democrat,House,103
103rd (1993-1995),1993,1995,"WATT, Melvin L.",NC,Democrat,House,103
103rd (1993-1995),1993,1995,"WHEAT, Alan Dupree",MO,Democrat,House,103
103rd (1993-1995),1993,1995,"WYNN, Albert Russell",MD,Democrat,House,103
104th (1995-1997),1995,1997,,,,,104
104th (1995-1997),1995,1997,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,104
104th (1995-1997),1995,1997,"BROWN, Corrine",FL,Democrat,House,104
104th (1995-1997),1995,1997,"CLAY, William Lacy, Sr.",MO,Democrat,House,104
104th (1995-1997),1995,1997,"CLAYTON, Eva M.",NC,Democrat,House,104
104th (1995-1997),1995,1997,"CLYBURN, James Enos",SC,Democrat,House,104
104th (1995-1997),1995,1997,"COLLINS, Barbara-Rose",MI,Democrat,House,104
104th (1995-1997),1995,1997,"COLLINS, Cardiss",IL,Democrat,House,104
104th (1995-1997),1995,1997,"CONYERS, John, Jr.",MI,Democrat,House,104
104th (1995-1997),1995,1997,"CUMMINGS, Elijah Eugene",MD,Democrat,House,104
104th (1995-1997),1995,1997,"DELLUMS, Ronald V.",CA,Democrat,House,104
104th (1995-1997),1995,1997,"DIXON, Julian Carey",CA,Democrat,House,104
104th (1995-1997),1995,1997,"FATTAH, Chaka",PA,Democrat,House,104
104th (1995-1997),1995,1997,"FIELDS, Cleo",LA,Democrat,House,104
104th (1995-1997),1995,1997,"FLAKE, Floyd Harold",NY,Democrat,House,104
104th (1995-1997),1995,1997,"FORD, Harold Eugene",TN,Democrat,House,104
104th (1995-1997),1995,1997,"FRANKS, Gary A.",CT,Republican,House,104
104th (1995-1997),1995,1997,"FRAZER, Victor O.",VI,Independent,House,104
104th (1995-1997),1995,1997,"HASTINGS, Alcee Lamar",FL,Democrat,House,104
104th (1995-1997),1995,1997,"HILLIARD, Earl Frederick",AL,Democrat,House,104
104th (1995-1997),1995,1997,"JACKSON, Jesse L., Jr.",IL,Democrat,House,104
104th (1995-1997),1995,1997,"JACKSON LEE, Sheila",TX,Democrat,House,104
104th (1995-1997),1995,1997,"JEFFERSON, William Jennings",LA,Democrat,House,104
104th (1995-1997),1995,1997,"JOHNSON, Eddie Bernice",TX,Democrat,House,104
104th (1995-1997),1995,1997,"LEWIS, John R.",GA,Democrat,House,104
104th (1995-1997),1995,1997,"MCKINNEY, Cynthia Ann",GA,Democrat,House,104
104th (1995-1997),1995,1997,"MEEK, Carrie P.",FL,Democrat,House,104
104th (1995-1997),1995,1997,"MFUME, Kweisi 7",MD,Democrat,House,104
104th (1995-1997),1995,1997,"MILLENDER-MCDONALD, Juanita 8",CA,Democrat,House,104
104th (1995-1997),1995,1997,"MOSELEY BRAUN, Carol",IL,Democrat,Senate,104
104th (1995-1997),1995,1997,"NORTON, Eleanor Holmes",DC,Democrat,House,104
104th (1995-1997),1995,1997,"OWENS, Major Robert Odell",NY,Democrat,House,104
104th (1995-1997),1995,1997,"PAYNE, Donald Milford",NJ,Democrat,House,104
104th (1995-1997),1995,1997,"RANGEL, Charles B.",NY,Democrat,House,104
104th (1995-1997),1995,1997,"REYNOLDS, Mel 9",IL,Democrat,House,104
104th (1995-1997),1995,1997,"RUSH, Bobby L.",IL,Democrat,House,104
104th (1995-1997),1995,1997,"SCOTT, Robert C.",VA,Democrat,House,104
104th (1995-1997),1995,1997,"STOKES, Louis",OH,Democrat,House,104
104th (1995-1997),1995,1997,"THOMPSON, Bennie",MS,Democrat,House,104
104th (1995-1997),1995,1997,"TOWNS, Edolphus",NY,Democrat,House,104
104th (1995-1997),1995,1997,"TUCKER, Walter R., III 10",CA,Democrat,House,104
104th (1995-1997),1995,1997,"WATERS, Maxine",CA,Democrat,House,104
104th (1995-1997),1995,1997,"WATT, Melvin L.",NC,Democrat,House,104
104th (1995-1997),1995,1997,"WATTS, Julius Caesar, Jr. (J. C.)",OK,Republican,House,104
104th (1995-1997),1995,1997,"WYNN, Albert Russell",MD,Democrat,House,104
105th (1997-1999),1997,1999,,,,,105
105th (1997-1999),1997,1999,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,105
105th (1997-1999),1997,1999,"BROWN, Corrine",FL,Democrat,House,105
105th (1997-1999),1997,1999,"CARSON, Julia May",IN,Democrat,House,105
105th (1997-1999),1997,1999,"CHRISTENSEN, Donna Marie 11",VI,Democrat,House,105
105th (1997-1999),1997,1999,"CLAY, William Lacy, Sr.",MO,Democrat,House,105
105th (1997-1999),1997,1999,"CLAYTON, Eva M.",NC,Democrat,House,105
105th (1997-1999),1997,1999,"CLYBURN, James Enos",SC,Democrat,House,105
105th (1997-1999),1997,1999,"CONYERS, John, Jr.",MI,Democrat,House,105
105th (1997-1999),1997,1999,"CUMMINGS, Elijah Eugene",MD,Democrat,House,105
105th (1997-1999),1997,1999,"DAVIS, Danny K.",IL,Democrat,House,105
105th (1997-1999),1997,1999,"DELLUMS, Ronald V. 12",CA,Democrat,House,105
105th (1997-1999),1997,1999,"DIXON, Julian Carey",CA,Democrat,House,105
105th (1997-1999),1997,1999,"FATTAH, Chaka",PA,Democrat,House,105
105th (1997-1999),1997,1999,"FLAKE, Floyd Harold 13",NY,Democrat,House,105
105th (1997-1999),1997,1999,"FORD, Harold, Jr.",TN,Democrat,House,105
105th (1997-1999),1997,1999,"HASTINGS, Alcee Lamar",FL,Democrat,House,105
105th (1997-1999),1997,1999,"HILLIARD, Earl Frederick",AL,Democrat,House,105
105th (1997-1999),1997,1999,"JACKSON, Jesse L., Jr.",IL,Democrat,House,105
105th (1997-1999),1997,1999,"JACKSON LEE, Sheila",TX,Democrat,House,105
105th (1997-1999),1997,1999,"JEFFERSON, William Jennings",LA,Democrat,House,105
105th (1997-1999),1997,1999,"JOHNSON, Eddie Bernice",TX,Democrat,House,105
105th (1997-1999),1997,1999,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,105
105th (1997-1999),1997,1999,"LEE, Barbara 14",CA,Democrat,House,105
105th (1997-1999),1997,1999,"LEWIS, John R.",GA,Democrat,House,105
105th (1997-1999),1997,1999,"MCKINNEY, Cynthia Ann",GA,Democrat,House,105
105th (1997-1999),1997,1999,"MEEK, Carrie P.",FL,Democrat,House,105
105th (1997-1999),1997,1999,"MEEKS, Gregory W.",NY,Democrat,House,105
105th (1997-1999),1997,1999,"MILLENDER-MCDONALD, Juanita",CA,Democrat,House,105
105th (1997-1999),1997,1999,"MOSELEY BRAUN, Carol",IL,Democrat,Senate,105
105th (1997-1999),1997,1999,"NORTON, Eleanor Holmes",DC,Democrat,House,105
105th (1997-1999),1997,1999,"OWENS, Major Robert Odell",NY,Democrat,House,105
105th (1997-1999),1997,1999,"PAYNE, Donald Milford",NJ,Democrat,House,105
105th (1997-1999),1997,1999,"RANGEL, Charles B.",NY,Democrat,House,105
105th (1997-1999),1997,1999,"RUSH, Bobby L.",IL,Democrat,House,105
105th (1997-1999),1997,1999,"SCOTT, Robert C.",VA,Democrat,House,105
105th (1997-1999),1997,1999,"STOKES, Louis",OH,Democrat,House,105
105th (1997-1999),1997,1999,"THOMPSON, Bennie",MS,Democrat,House,105
105th (1997-1999),1997,1999,"TOWNS, Edolphus",NY,Democrat,House,105
105th (1997-1999),1997,1999,"WATERS, Maxine",CA,Democrat,House,105
105th (1997-1999),1997,1999,"WATT, Melvin L.",NC,Democrat,House,105
105th (1997-1999),1997,1999,"WATTS, Julius Caesar, Jr. (J. C.)",OK,Republican,House,105
105th (1997-1999),1997,1999,"WYNN, Albert Russell",MD,Democrat,House,105
106th (1999-2001),1999,2001,,,,,106
106th (1999-2001),1999,2001,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,106
106th (1999-2001),1999,2001,"BROWN, Corrine",FL,Democrat,House,106
106th (1999-2001),1999,2001,"CARSON, Julia May",IN,Democrat,House,106
106th (1999-2001),1999,2001,"CHRISTENSEN, Donna Marie",VI,Democrat,House,106
106th (1999-2001),1999,2001,"CLAY, William Lacy, Sr.",MO,Democrat,House,106
106th (1999-2001),1999,2001,"CLAYTON, Eva M.",NC,Democrat,House,106
106th (1999-2001),1999,2001,"CLYBURN, James Enos",SC,Democrat,House,106
106th (1999-2001),1999,2001,"CONYERS, John, Jr.",MI,Democrat,House,106
106th (1999-2001),1999,2001,"CUMMINGS, Elijah Eugene",MD,Democrat,House,106
106th (1999-2001),1999,2001,"DAVIS, Danny K.",IL,Democrat,House,106
106th (1999-2001),1999,2001,"DIXON, Julian Carey",CA,Democrat,House,106
106th (1999-2001),1999,2001,"FATTAH, Chaka",PA,Democrat,House,106
106th (1999-2001),1999,2001,"FORD, Harold, Jr.",TN,Democrat,House,106
106th (1999-2001),1999,2001,"HASTINGS, Alcee Lamar",FL,Democrat,House,106
106th (1999-2001),1999,2001,"HILLIARD, Earl Frederick",AL,Democrat,House,106
106th (1999-2001),1999,2001,"JACKSON, Jesse L., Jr.",IL,Democrat,House,106
106th (1999-2001),1999,2001,"JACKSON LEE, Sheila",TX,Democrat,House,106
106th (1999-2001),1999,2001,"JEFFERSON, William Jennings",LA,Democrat,House,106
106th (1999-2001),1999,2001,"JOHNSON, Eddie Bernice",TX,Democrat,House,106
106th (1999-2001),1999,2001,"JONES, Stephanie Tubbs",OH,Democrat,House,106
106th (1999-2001),1999,2001,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,106
106th (1999-2001),1999,2001,"LEE, Barbara",CA,Democrat,House,106
106th (1999-2001),1999,2001,"LEWIS, John R.",GA,Democrat,House,106
106th (1999-2001),1999,2001,"MCKINNEY, Cynthia Ann",GA,Democrat,House,106
106th (1999-2001),1999,2001,"MEEK, Carrie P.",FL,Democrat,House,106
106th (1999-2001),1999,2001,"MEEKS, Gregory W.",NY,Democrat,House,106
106th (1999-2001),1999,2001,"MILLENDER-MCDONALD, Juanita",CA,Democrat,House,106
106th (1999-2001),1999,2001,"NORTON, Eleanor Holmes",DC,Democrat,House,106
106th (1999-2001),1999,2001,"OWENS, Major Robert Odell",NY,Democrat,House,106
106th (1999-2001),1999,2001,"PAYNE, Donald Milford",NJ,Democrat,House,106
106th (1999-2001),1999,2001,"RANGEL, Charles B.",NY,Democrat,House,106
106th (1999-2001),1999,2001,"RUSH, Bobby L.",IL,Democrat,House,106
106th (1999-2001),1999,2001,"SCOTT, Robert C.",VA,Democrat,House,106
106th (1999-2001),1999,2001,"THOMPSON, Bennie",MS,Democrat,House,106
106th (1999-2001),1999,2001,"TOWNS, Edolphus",NY,Democrat,House,106
106th (1999-2001),1999,2001,"WATERS, Maxine",CA,Democrat,House,106
106th (1999-2001),1999,2001,"WATT, Melvin L.",NC,Democrat,House,106
106th (1999-2001),1999,2001,"WATTS, Julius Caesar, Jr. (J. C.)",OK,Republican,House,106
106th (1999-2001),1999,2001,"WYNN, Albert Russell",MD,Democrat,House,106
107th (2001-2003),2001,2003,,,,,107
107th (2001-2003),2001,2003,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,107
107th (2001-2003),2001,2003,"BROWN, Corrine",FL,Democrat,House,107
107th (2001-2003),2001,2003,"CARSON, Julia May",IN,Democrat,House,107
107th (2001-2003),2001,2003,"CHRISTENSEN, Donna Marie",VI,Democrat,House,107
107th (2001-2003),2001,2003,"CLAY, William Lacy, Jr.",MO,Democrat,House,107
107th (2001-2003),2001,2003,"CLAYTON, Eva M.",NC,Democrat,House,107
107th (2001-2003),2001,2003,"CLYBURN, James Enos",SC,Democrat,House,107
107th (2001-2003),2001,2003,"CONYERS, John, Jr.",MI,Democrat,House,107
107th (2001-2003),2001,2003,"CUMMINGS, Elijah Eugene",MD,Democrat,House,107
107th (2001-2003),2001,2003,"DAVIS, Danny K.",IL,Democrat,House,107
107th (2001-2003),2001,2003,"FATTAH, Chaka",PA,Democrat,House,107
107th (2001-2003),2001,2003,"FORD, Harold, Jr.",TN,Democrat,House,107
107th (2001-2003),2001,2003,"HASTINGS, Alcee Lamar",FL,Democrat,House,107
107th (2001-2003),2001,2003,"HILLIARD, Earl Frederick",AL,Democrat,House,107
107th (2001-2003),2001,2003,"JACKSON, Jesse L., Jr.",IL,Democrat,House,107
107th (2001-2003),2001,2003,"JACKSON LEE, Sheila",TX,Democrat,House,107
107th (2001-2003),2001,2003,"JEFFERSON, William Jennings",LA,Democrat,House,107
107th (2001-2003),2001,2003,"JOHNSON, Eddie Bernice",TX,Democrat,House,107
107th (2001-2003),2001,2003,"JONES, Stephanie Tubbs",OH,Democrat,House,107
107th (2001-2003),2001,2003,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,107
107th (2001-2003),2001,2003,"LEE, Barbara",CA,Democrat,House,107
107th (2001-2003),2001,2003,"LEWIS, John R.",GA,Democrat,House,107
107th (2001-2003),2001,2003,"MCKINNEY, Cynthia Ann",GA,Democrat,House,107
107th (2001-2003),2001,2003,"MEEK, Carrie P.",FL,Democrat,House,107
107th (2001-2003),2001,2003,"MEEKS, Gregory W.",NY,Democrat,House,107
107th (2001-2003),2001,2003,"MILLENDER-MCDONALD, Juanita",CA,Democrat,House,107
107th (2001-2003),2001,2003,"NORTON, Eleanor Holmes",DC,Democrat,House,107
107th (2001-2003),2001,2003,"OWENS, Major Robert Odell",NY,Democrat,House,107
107th (2001-2003),2001,2003,"PAYNE, Donald Milford",NJ,Democrat,House,107
107th (2001-2003),2001,2003,"RANGEL, Charles B.",NY,Democrat,House,107
107th (2001-2003),2001,2003,"RUSH, Bobby L.",IL,Democrat,House,107
107th (2001-2003),2001,2003,"SCOTT, Robert C.",VA,Democrat,House,107
107th (2001-2003),2001,2003,"THOMPSON, Bennie",MS,Democrat,House,107
107th (2001-2003),2001,2003,"TOWNS, Edolphus",NY,Democrat,House,107
107th (2001-2003),2001,2003,"WATERS, Maxine",CA,Democrat,House,107
107th (2001-2003),2001,2003,"WATSON, Diane Edith 15",CA,Democrat,House,107
107th (2001-2003),2001,2003,"WATT, Melvin L.",NC,Democrat,House,107
107th (2001-2003),2001,2003,"WATTS, Julius Caesar, Jr. (J. C.)",OK,Republican,House,107
107th (2001-2003),2001,2003,"WYNN, Albert Russell",MD,Democrat,House,107
108th (2003-2005),2003,2005,,,,,108
108th (2003-2005),2003,2005,"BALLANCE, Frank W., Jr. 16",NC,Democrat,House,108
108th (2003-2005),2003,2005,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,108
108th (2003-2005),2003,2005,"BROWN, Corrine",FL,Democrat,House,108
108th (2003-2005),2003,2005,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,108
108th (2003-2005),2003,2005,"CARSON, Julia May",IN,Democrat,House,108
108th (2003-2005),2003,2005,"CHRISTENSEN, Donna Marie",VI,Democrat,House,108
108th (2003-2005),2003,2005,"CLAY, William Lacy, Jr.",MO,Democrat,House,108
108th (2003-2005),2003,2005,"CLYBURN, James Enos",SC,Democrat,House,108
108th (2003-2005),2003,2005,"CONYERS, John, Jr.",MI,Democrat,House,108
108th (2003-2005),2003,2005,"CUMMINGS, Elijah Eugene",MD,Democrat,House,108
108th (2003-2005),2003,2005,"DAVIS, Artur",AL,Democrat,House,108
108th (2003-2005),2003,2005,"DAVIS, Danny K.",IL,Democrat,House,108
108th (2003-2005),2003,2005,"FATTAH, Chaka",PA,Democrat,House,108
108th (2003-2005),2003,2005,"FORD, Harold, Jr.",TN,Democrat,House,108
108th (2003-2005),2003,2005,"HASTINGS, Alcee Lamar",FL,Democrat,House,108
108th (2003-2005),2003,2005,"JACKSON, Jesse L., Jr.",IL,Democrat,House,108
108th (2003-2005),2003,2005,"JACKSON LEE, Sheila",TX,Democrat,House,108
108th (2003-2005),2003,2005,"JEFFERSON, William Jennings",LA,Democrat,House,108
108th (2003-2005),2003,2005,"JOHNSON, Eddie Bernice",TX,Democrat,House,108
108th (2003-2005),2003,2005,"JONES, Stephanie Tubbs",OH,Democrat,House,108
108th (2003-2005),2003,2005,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,108
108th (2003-2005),2003,2005,"LEE, Barbara",CA,Democrat,House,108
108th (2003-2005),2003,2005,"LEWIS, John R.",GA,Democrat,House,108
108th (2003-2005),2003,2005,"MAJETTE, Denise L.",GA,Democrat,House,108
108th (2003-2005),2003,2005,"MEEK, Kendrick B.",FL,Democrat,House,108
108th (2003-2005),2003,2005,"MEEKS, Gregory W.",NY,Democrat,House,108
108th (2003-2005),2003,2005,"MILLENDER-MCDONALD, Juanita",CA,Democrat,House,108
108th (2003-2005),2003,2005,"NORTON, Eleanor Holmes",DC,Democrat,House,108
108th (2003-2005),2003,2005,"OWENS, Major Robert Odell",NY,Democrat,House,108
108th (2003-2005),2003,2005,"PAYNE, Donald Milford",NJ,Democrat,House,108
108th (2003-2005),2003,2005,"RANGEL, Charles B.",NY,Democrat,House,108
108th (2003-2005),2003,2005,"RUSH, Bobby L.",IL,Democrat,House,108
108th (2003-2005),2003,2005,"SCOTT, David",GA,Democrat,House,108
108th (2003-2005),2003,2005,"SCOTT, Robert C.",VA,Democrat,House,108
108th (2003-2005),2003,2005,"THOMPSON, Bennie",MS,Democrat,House,108
108th (2003-2005),2003,2005,"TOWNS, Edolphus",NY,Democrat,House,108
108th (2003-2005),2003,2005,"WATERS, Maxine",CA,Democrat,House,108
108th (2003-2005),2003,2005,"WATSON, Diane Edith",CA,Democrat,House,108
108th (2003-2005),2003,2005,"WATT, Melvin L.",NC,Democrat,House,108
108th (2003-2005),2003,2005,"WYNN, Albert Russell",MD,Democrat,House,108
109th (2005-2007),2005,2007,,,,,109
109th (2005-2007),2005,2007,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,109
109th (2005-2007),2005,2007,"BROWN, Corrine",FL,Democrat,House,109
109th (2005-2007),2005,2007,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,109
109th (2005-2007),2005,2007,"CARSON, Julia May",IN,Democrat,House,109
109th (2005-2007),2005,2007,"CHRISTENSEN, Donna Marie",VI,Democrat,House,109
109th (2005-2007),2005,2007,"CLAY, William Lacy, Jr.",MO,Democrat,House,109
109th (2005-2007),2005,2007,"CLEAVER, Emanuel, II",MO,Democrat,House,109
109th (2005-2007),2005,2007,"CLYBURN, James Enos",SC,Democrat,House,109
109th (2005-2007),2005,2007,"CONYERS, John, Jr.",MI,Democrat,House,109
109th (2005-2007),2005,2007,"CUMMINGS, Elijah Eugene",MD,Democrat,House,109
109th (2005-2007),2005,2007,"DAVIS, Artur",AL,Democrat,House,109
109th (2005-2007),2005,2007,"DAVIS, Danny K.",IL,Democrat,House,109
109th (2005-2007),2005,2007,"FATTAH, Chaka",PA,Democrat,House,109
109th (2005-2007),2005,2007,"FORD, Harold, Jr.",TN,Democrat,House,109
109th (2005-2007),2005,2007,"GREEN, Al",TX,Democrat,House,109
109th (2005-2007),2005,2007,"HASTINGS, Alcee Lamar",FL,Democrat,House,109
109th (2005-2007),2005,2007,"JACKSON, Jesse L., Jr.",IL,Democrat,House,109
109th (2005-2007),2005,2007,"JACKSON LEE, Sheila",TX,Democrat,House,109
109th (2005-2007),2005,2007,"JEFFERSON, William Jennings",LA,Democrat,House,109
109th (2005-2007),2005,2007,"JOHNSON, Eddie Bernice",TX,Democrat,House,109
109th (2005-2007),2005,2007,"JONES, Stephanie Tubbs",OH,Democrat,House,109
109th (2005-2007),2005,2007,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,109
109th (2005-2007),2005,2007,"LEE, Barbara",CA,Democrat,House,109
109th (2005-2007),2005,2007,"LEWIS, John R.",GA,Democrat,House,109
109th (2005-2007),2005,2007,"MCKINNEY, Cynthia Ann",GA,Democrat,House,109
109th (2005-2007),2005,2007,"MEEK, Kendrick B.",FL,Democrat,House,109
109th (2005-2007),2005,2007,"MEEKS, Gregory W.",NY,Democrat,House,109
109th (2005-2007),2005,2007,"MILLENDER-MCDONALD, Juanita",CA,Democrat,House,109
109th (2005-2007),2005,2007,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,109
109th (2005-2007),2005,2007,"NORTON, Eleanor Holmes",DC,Democrat,House,109
109th (2005-2007),2005,2007,"OBAMA, Barack",IL,Democrat,Senate,109
109th (2005-2007),2005,2007,"OWENS, Major Robert Odell",NY,Democrat,House,109
109th (2005-2007),2005,2007,"PAYNE, Donald Milford",NJ,Democrat,House,109
109th (2005-2007),2005,2007,"RANGEL, Charles B.",NY,Democrat,House,109
109th (2005-2007),2005,2007,"RUSH, Bobby L.",IL,Democrat,House,109
109th (2005-2007),2005,2007,"SCOTT, David",GA,Democrat,House,109
109th (2005-2007),2005,2007,"SCOTT, Robert C.",VA,Democrat,House,109
109th (2005-2007),2005,2007,"THOMPSON, Bennie",MS,Democrat,House,109
109th (2005-2007),2005,2007,"TOWNS, Edolphus",NY,Democrat,House,109
109th (2005-2007),2005,2007,"WATERS, Maxine",CA,Democrat,House,109
109th (2005-2007),2005,2007,"WATSON, Diane Edith",CA,Democrat,House,109
109th (2005-2007),2005,2007,"WATT, Melvin L.",NC,Democrat,House,109
109th (2005-2007),2005,2007,"WYNN, Albert Russell",MD,Democrat,House,109
110th (2007-2009),2007,2009,,,,,110
110th (2007-2009),2007,2009,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,110
110th (2007-2009),2007,2009,"BROWN, Corrine",FL,Democrat,House,110
110th (2007-2009),2007,2009,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,110
110th (2007-2009),2007,2009,"CARSON, André",IN,Democrat,House,110
110th (2007-2009),2007,2009,"CARSON, Julia May 17",IN,Democrat,House,110
110th (2007-2009),2007,2009,"CHRISTENSEN, Donna Marie",VI,Democrat,House,110
110th (2007-2009),2007,2009,"CLARKE, Yvette Diane",NY,Democrat,House,110
110th (2007-2009),2007,2009,"CLAY, William Lacy, Jr.",MO,Democrat,House,110
110th (2007-2009),2007,2009,"CLEAVER, Emanuel, II",MO,Democrat,House,110
110th (2007-2009),2007,2009,"CLYBURN, James Enos",SC,Democrat,House,110
110th (2007-2009),2007,2009,"CONYERS, John, Jr.",MI,Democrat,House,110
110th (2007-2009),2007,2009,"CUMMINGS, Elijah Eugene",MD,Democrat,House,110
110th (2007-2009),2007,2009,"DAVIS, Artur",AL,Democrat,House,110
110th (2007-2009),2007,2009,"DAVIS, Danny K.",IL,Democrat,House,110
110th (2007-2009),2007,2009,"EDWARDS, Donna F. 18",MD,Democrat,House,110
110th (2007-2009),2007,2009,"ELLISON, Keith",MN,Democrat,House,110
110th (2007-2009),2007,2009,"FATTAH, Chaka",PA,Democrat,House,110
110th (2007-2009),2007,2009,"FUDGE, Marcia L. 19",OH,Democrat,House,110
